_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,what_category_best_describes_this_project,what_category_best_describes_this_project:confidence,id,project_description,project_instructions,project_title,project_url,project_url_embed,what_category_best_describes_this_project_gold
2320625026,false,finalized,3,7/11/2019 20:28:27,Game,1.0,112317333,,"Battle of the week studio:
https://scratch.mit.edu/studios/2094922/
If you created a battle put it to this studio: 
https://scratch.mit.edu/studios/2028061/
If you don't understand how to make attacks, look at this: 
http://imgur.com/KoqcYPY
""That one link in the instructions"" 
http://scratchtale.orgfree.com/items.html
If for some weird reason my website doesn't work for you, use this http://pastebin.com/khYUirA8

You can press [X] to speed up Flowey's dialogue.

If you want to create more advanced battles, see this example:
https://scratch.mit.edu/projects/110483019/

README!
Project might take a while to load. That's because there is a ton of music inside. A skeleTON. 

Making Undertale battles was never easier! Follow on-screen instructions to create your own battle in less than 15 minutes (if you are fast enough?)

After creating your battle, simply click ""remix"" to save it!",Undertale Simple Battle Creator v2.5b remix,https://scratch.mit.edu/projects/112317333,https://scratch.mit.edu/projects/112317333/embed,
2320625027,false,finalized,3,7/18/2019 16:29:42,Game,1.0,152886632,,"Eat the pellets, but don't get caught by the ghosts!

Controls are shown on the left-hand side, for example use the arrow keys and space bar to navigate the menu.

Press M to mute. My Score Is 31100

If there are any additional options you would like to see, feel free to either make your own remix or request it in the comments.",Pac-Man All Stars Arcade,https://scratch.mit.edu/projects/152886632,https://scratch.mit.edu/projects/152886632/embed,
2320625030,false,finalized,3,7/1/2019 18:55:02,Animation,1.0,12327524,,,i im a bear,https://scratch.mit.edu/projects/12327524,https://scratch.mit.edu/projects/12327524/embed,
2320625031,false,finalized,3,7/10/2019 18:54:26,Other,1.0,12860819,"Move your mouse vertically to change the blurriness of the image.

I tried making a blur effect, do you think it looks good? Any suggestions?

I would make it a much higher quality, however, scratch can&#39;t seem to handle it so I settled for the current mediocre quality.

Here is it put to work http://scratch.mit.edu/projects/12933325/",,Blur,https://scratch.mit.edu/projects/12860819,https://scratch.mit.edu/projects/12860819/embed,
2320625033,true,golden,15,"",Game,1.0,12146530,,,MC Run!,https://scratch.mit.edu/projects/12146530,https://scratch.mit.edu/projects/12146530/embed,"Game
Other
Could not answer the question for this project."
2320625034,true,golden,11,"",Game,0.7259,12760803,,Use WASD to move. I fixed a ground sprite with grass. I won&#39;t tell you how I broke it.,Mario Kart Beta v0.10 Um... Fixed and brokren remix,https://scratch.mit.edu/projects/12760803,https://scratch.mit.edu/projects/12760803/embed,"Game
Other
Could not answer the question for this project."
2320625035,true,golden,11,"",Game,1.0,228166471,J'ai fait ce jeu avec un livre .,"Clique sur le drapeau vert .
Dirige tes mains avec flèche Droite et gauche .
Marque des paniers .
ATTENTION le panier bouge de plus en plus vite et il y a un chronomètre .    ",BASKET BANZAI,https://scratch.mit.edu/projects/228166471,https://scratch.mit.edu/projects/228166471/embed,"Game
Other
Could not answer the question for this project."
2320625036,true,golden,12,"",Game,1.0,157110698,"♫☼♪♪♪♪☺♪♥♥♥♥☺♣♠○○◘•◘•


























































































































































































○congratulations for starting the scavenger hunt!
○clue 1: modularization",♦Use the arrow keys to move and the space key to jump. Buy things from the shop and get as many coins as possible! Getting the drill will unlock a super secret ending!♦,Coin Man(HACKED X2),https://scratch.mit.edu/projects/157110698,https://scratch.mit.edu/projects/157110698/embed,"Game
Other
Could not answer the question for this project."
2320625037,true,golden,10,"",Animation,1.0,168717590,"i really liked how this map was coming out, but when it got to the end i instantly hated it.tell me if you want to redo shadowkitten. i really hope you like it!","rules
1. no blood or galore 
2 have fun
3 if u don't replie  to my comment is 24 hours you don't get the part
4 in comments if u read this and u want the part say RIPTIDE
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",riptide map open remix,https://scratch.mit.edu/projects/168717590,https://scratch.mit.edu/projects/168717590/embed,"Animation
Other
Could not answer the question for this project."
2320625038,true,golden,7,"",Animation,1.0,12331088,,Remixed It!,Oh. remix,https://scratch.mit.edu/projects/12331088,https://scratch.mit.edu/projects/12331088/embed,"Animation
Other
Could not answer the question for this project."
2320625039,true,golden,13,"",Animation,0.7679,12759758,,,Scratch Cat rages so hard that he can hit to the wall.,https://scratch.mit.edu/projects/12759758,https://scratch.mit.edu/projects/12759758/embed,"Animation
Other
Could not answer the question for this project."
2320625040,true,golden,14,"",Animation,0.9282,151036621,thanks to https://scratch.mit.edu/users/Kitteh-Mai/ and https://scratch.mit.edu/users/Mysticalzombie/,RedDragon [ink form],Bye bye meme remix2,https://scratch.mit.edu/projects/151036621,https://scratch.mit.edu/projects/151036621/embed,"Animation
Other
Could not answer the question for this project."
2320625041,true,golden,9,"",Other,0.7782,12278057,"Use the clock block if you need to.
It draws the clockhands by color, length, and the time.",A clock.,1S2S Clock! With a special clock block!,https://scratch.mit.edu/projects/12278057,https://scratch.mit.edu/projects/12278057/embed,"Animation
Other
Could not answer the question for this project."
2320625042,true,golden,12,"",Animation,1.0,118395861,"Sorry this took so long, school started. :P",Get to nosey and restart :),Heathens OC map Part 12,https://scratch.mit.edu/projects/118395861,https://scratch.mit.edu/projects/118395861/embed,"Animation
Other
Could not answer the question for this project."
2320625043,true,golden,13,"",Animation,1.0,255325598,"Is it ok? Sorry, I'm new to Fire Alpaca and don't really know how to use the different pens and stuff.",,11 || Fireflies,https://scratch.mit.edu/projects/255325598,https://scratch.mit.edu/projects/255325598/embed,"Animation
Other
Could not answer the question for this project."
2320625044,true,golden,10,"",Animation,0.8016,112358223,i added music and sprites. thank you conner for showing me the music after i stupidly forgot where it was!!!,press the green flag.,don't let down days get the best of you!,https://scratch.mit.edu/projects/112358223,https://scratch.mit.edu/projects/112358223/embed,"Animation
Other
Could not answer the question for this project."
2320625045,true,golden,10,"",Animation,1.0,12472869,the original was created by oreothekitten!,hi guys this is a project that I did at 10:27pm!,Scary Castle Remix,https://scratch.mit.edu/projects/12472869,https://scratch.mit.edu/projects/12472869/embed,"Animation
Other
Could not answer the question for this project."
2320625046,true,golden,12,"",Animation,1.0,129009622,"Progress! :D

Ew, this is old. Like, REALLY old.

The very first project I ever made on @Vixenwolf42 , kind of old.

I don't hate art, I used to hate it bc I was bad at it. but now I like it","Flag it!
-----------------------------------------------------------------------------------
Thank you for clicking to see this! Its my first animation so plz no hate! I worked so hard on this... I spent, like, 2 hours on this...
-----------------------------------------------------------------------------------
Enjoy!
-----------------------------------------------------------------------------------
also not 100% done so yeah...
-----------------------------------------------------------------------------------
Enjoy! (again XP)
",Im not a robot amv,https://scratch.mit.edu/projects/129009622,https://scratch.mit.edu/projects/129009622/embed,"Animation
Other
Could not answer the question for this project."
2320625047,true,golden,12,"",Other,0.9163,113918608,none,"just move your mouse.
they will jump if you touch them.",not quite string physics v 1.0,https://scratch.mit.edu/projects/113918608,https://scratch.mit.edu/projects/113918608/embed,"Game
Animation
Other
Could not answer the question for this project."
2320625048,true,golden,11,"",Animation,0.9113,11786199,Like and favorite and stuff!,This is my first animation! I got the ending scene idea from solarbuddy.,I Hate Potatos,https://scratch.mit.edu/projects/11786199,https://scratch.mit.edu/projects/11786199/embed,"Animation
Other
Could not answer the question for this project."
2320625050,true,golden,8,"",Game,1.0,118349941,"All by me except platforming script.
Please enjoy.  
","Arrow keys to move.
                               Don't touch bad stuff
                                                                There are portals.
---------------------------------------------------------------------------------------------
R 2 restart ",An easy very hard platformer Ɛ,https://scratch.mit.edu/projects/118349941,https://scratch.mit.edu/projects/118349941/embed,"Game
Other
Could not answer the question for this project."
2320625051,true,golden,11,"",Game,1.0,11779177,,"This is a work in progress. The monster section is activated by throwing a 7 but that is currently disabled.

A starts by pressing &#39;a&#39; than B plays by pressing &#39;b&#39; until on of you wins.

You can test the monster section by changing the throw to 1-7 instead of 1-6.",GameChase,https://scratch.mit.edu/projects/11779177,https://scratch.mit.edu/projects/11779177/embed,"Game
Other
Could not answer the question for this project."
2320625052,true,golden,9,"",Animation,1.0,124497214,"I drew this all with my mouse!
I'm getting a drawing tablet soon hopefully! =D
(fingers crossed!)
Also
I did
this
with
#SWAG )=3
-_- ","Wow XD this only took under 10 minutes
This is a PRACTICE CYCLE!
I did the animation for my favorite emoji!
THE SHRUG FACE =O
Welp
Here it is . . .
. . .
;U;










(0 ) ( 0)
    U",Animation,https://scratch.mit.edu/projects/124497214,https://scratch.mit.edu/projects/124497214/embed,"Animation
Other
Could not answer the question for this project."
2320625053,true,golden,11,"",Animation,0.8216,12463298,A perfect e-card to share to your relatives on their birthday!,Just click on the green flag to start the flag,Happy Birthday!,https://scratch.mit.edu/projects/12463298,https://scratch.mit.edu/projects/12463298/embed,"Animation
Slideshow
Other
Could not answer the question for this project."
2320625054,true,golden,12,"",Other,1.0,12974316,,"+=Add

-=Minus

*=Multiply

/=Divide",Calculator,https://scratch.mit.edu/projects/12974316,https://scratch.mit.edu/projects/12974316/embed,"Game
Animation
Other
Could not answer the question for this project."
2320625055,false,golden,3,6/4/2019 20:15:16,Slideshow,0.3333,142983934,all artwork by me,"takes a while to begin, please be patient
click the sprite to move through the text",create task,https://scratch.mit.edu/projects/142983934,https://scratch.mit.edu/projects/142983934/embed,"Slideshow
Other
Could not answer the question for this project."
2320625057,false,finalized,3,8/1/2019 14:42:16,Slideshow,1.0,86714101,"A short animation tutorial. It doesn't go so much into HOW to animate, but more the different steps involved. Hope you like it!

Music: Sonic Boom by @PaulRHJT. His songs are free to use by Scratchers","Green pennant to start. Space, or right and left arrow keys to navigate slides",Animation Tutorial,https://scratch.mit.edu/projects/86714101,https://scratch.mit.edu/projects/86714101/embed,
2320625060,false,finalized,3,8/1/2019 14:40:28,Slideshow,1.0,283904971,"!!Please read everything in the instructions and notes before starting, as some information regarding the tutorial went over some unfortunate viewers heads!!
Don't remix! Thank you!
If you REALLY want to remix, add something interesting! don't just remix and share hoping to get fame. Also, don't remix to make fun of me (Cough, LIKE SOME PEOPLE, cough!)

Here's an animation 
https://scratch.mit.edu/projects/285206076
It's my newest and best one, so I highly suggest that you do! It would mean a lot! also,
this tutorial covers, plot (story) animation, code, and lip sync! As a tip, I would suggest having your OC in your backpack as a sprite, and individual costume, as well as multiple starting poses and/or mouth positions! Thumbnails are good, too! Follow me if you want to see more content!

press space to switch slides.

Two animated examples are included in the project. Instructions to find them are in their respective slides

a love, favorite, and a follow would be much appreciated.
#Animations #Tutorials #JKBisms ||

https://scratch.mit.edu/projects/268506028/ this is a good example of how I do lip sync!

https://scratch.mit.edu/projects/252382692/ this is another good animation of mine! I hope these examples are helpful!",,Animation tutorial! 100 Follower Special!!!,https://scratch.mit.edu/projects/283904971,https://scratch.mit.edu/projects/283904971/embed,
2320625062,false,finalized,3,7/10/2019 18:54:26,Slideshow,1.0,281043147,"My classmates and I had a field trip to a fort and we made this taffy! It was vedy vedy good!

https://www.youtube.com/watch?v=9OqKgfHEGQ4
music ^^ thank you @Atomic_JD for making the MP3 for me.
-----------------WHY IT WASN'T WORKING-----------------
So, what happened was, I wanted a vector Maple Leaf as the mouse trail. I quickly downloaded one because I was lazy, and turned out that one lil download messed up the WHOLE ENTIRE PROJECT!! I deleted it because I was getting really frustrated, and then the project worked! So, I made the maple leaf all by myself in the end using scratch editor :)










comment #iactuallyreadeverything if you scrolled all the way down.","Arrow Keys! (or space)
It's working! 

2019-03-03 Featured!!! 

If you don't have PURE Maple Syrup, try using honey, I've searched it up, and it might work! If it doesn't, immediately notify me.",Canadian Traditions: Maple Taffy!,https://scratch.mit.edu/projects/281043147,https://scratch.mit.edu/projects/281043147/embed,
2320625063,false,finalized,3,7/10/2019 18:41:28,Slideshow,1.0,286042959,how to draw a common fool,,dumb tutorial,https://scratch.mit.edu/projects/286042959,https://scratch.mit.edu/projects/286042959/embed,
2320625065,false,finalized,3,8/1/2019 14:43:16,Slideshow,1.0,98639569,"➳ C o o k i e s

Get a piece of paper and a box of markers, a pencil, and a pen, and click the green flag!
Choose which cookie you want to draw and click the button.
Press space for the next step.
When you are done with your drawing, click the word Done! in the corner to make the next cookie.
Take a picture of your artwork and put it in a remix!
Have fun • ᴗ •

Note: I disliked the way my original gingerbread man turned out, that is why i changed it... if you were wondering.. ._.

Why am i drawing these things? I can't even eat them. I am allergic to chocolate!

Oh well, hope u guys enjoy them anyways :D
",,➳ Cookie tutorials,https://scratch.mit.edu/projects/98639569,https://scratch.mit.edu/projects/98639569/embed,
2320625066,false,finalized,3,7/18/2019 16:29:42,Slideshow,1.0,207903065,"I solemnly swear that I am up to no good.
- - - - 

This was my first ever attempt at making a tutorial! It was more complicated than I imagined it would be and I definitely learned a lot in the process. It ended up being a lot of fun to make, though! I'll have to think about what I could focus on for another tutorial in the future ^.^

- - - - - -

Artwork: Created in Illustrator. I used some reference images, which I've shared the links to those below

Wand Concept: Based on the Harry Potter series, specifically involving the Deathly Hallows

Music: Wintergatan - Marble Machine (a musical instrument that uses 2000 marbles! I highly recommend looking up the video if you have not seen it already)

Font: Title font is ""Parry Hotter"", font inside project is ""Lakefont""

Hot glue gun based on: https://pixabay.com/en/tool-hot-glue-gun-glue-gun-hot-glue-159300/

Paint tube based on: https://www.shutterstock.com/image-vector/school-art-supplies-set-vector-illustration-554329297?src=thmZQjbRVgGN5etF2iNldQ-1-0


EDITS
3/6/18 - Shared
3/6/18 - Added a photo of a wand I made per request of @electro100
3/6/18 - Added a cloud variable

.



.



.


.



.



.


.



.



.


.



.



.


.



.



.


.



.



.


.



.



.


.



.



.


.



.



.


.



.



.


.



.



.


.



.



.

Can you find the easter egg without looking inside? ;)


*boop*
=^..^=

- - - - 

Mischief managed.","A tutorial on how to make your own Elder Wand ^.^ Use the arrow keys when it is time to navigate through the project.

I recommend viewing this in full-screen.

Once you've reached the end of the tutorial, keep going forward to see a picture of a wand I made IRL :D",Elder Wand [DIY],https://scratch.mit.edu/projects/207903065,https://scratch.mit.edu/projects/207903065/embed,
2320625068,false,finalized,3,7/1/2019 18:51:13,Slideshow,1.0,287709567,,"♡ ARROW KEYS OR SPACE TO NAVIGATE SLIDES

✧ heyy! so i decided to finally make a project on how i make my drawings ;0 this is a pretty basic tutorial, and doesn't really get into how i make more complex drawings, backgrounds, etc. anyway, i hope it helps you somehow, or you just enjoy seeing how i do things
also this is a mess & really unorganized but i made it in like an hour oKaY
[edit] the programs shown are firealpaca & medibang paint
aLSO omg i have no idea why the quality is so bad!! i used the regular scratch canvas size??? aaaaaaah?

woooooo

https://www.deviantart.com/arumrose/art/cat-786648505?ga_submit_new=10%3A1550783449 here's a higher quality version of the cat i drew in this project!

music // suburbia - troye sivan",my drawing process / drawing tutorial,https://scratch.mit.edu/projects/287709567,https://scratch.mit.edu/projects/287709567/embed,
2320625069,false,finalized,3,6/28/2019 19:17:18,Slideshow,1.0,283968689,"Welcome back to another tutorial! Today, I'm going to give you some tips on making high quality Games!

Fullscreen is recommended for better graphics.
Please suggest what tutorials I should make next!

NAVIGATION:
- Space or arrow keys on PC
- Swipe with your finger left or right on Mobile
-Can you find the easter egg? (try tapping very quickly)

CREDITS:
Swipe code by @Albyno
Background effect is by @Mazmythic
Music by Kevin MacLeod
All art is by me
Fonts: Secular One and Lato",,Game Tips: Tutorial,https://scratch.mit.edu/projects/283968689,https://scratch.mit.edu/projects/283968689/embed,
2320625077,false,finalized,3,7/18/2019 16:33:45,Slideshow,1.0,285157740,"Thanks @qucchia for Scroll bar Tutorial:
https://scratch.mit.edu/projects/283505614/","My first tutorial! Please use fullscreen for a good graphics. Use space key for next page. Important: in more pages, scroll bar is must to use.",Jump Tutorial (suggestions included),https://scratch.mit.edu/projects/285157740,https://scratch.mit.edu/projects/285157740/embed,
2320625078,false,finalized,3,7/25/2019 20:09:07,Slideshow,1.0,275719692,"Software used: PaintTool SAI
Time took: eeee 40 min?? idk
Character: Trisha that belongs to @pixeIi

owo
Trisha got a blue tongue O.o

<--- boucy Kira","Press space or arrow keys ;w;

Note to @pixeii : There is an icon version, just go inside to see it :>
",Process / Tutorial uwu,https://scratch.mit.edu/projects/275719692,https://scratch.mit.edu/projects/275719692/embed,
2320625081,false,finalized,5,7/1/2019 19:01:25,Slideshow,0.7988,111224671,"CREDITS:-
Credits in the Projects! 
-------------------------------------------------------------
CHECKOUT:-
https://scratch.mit.edu/discuss/topic/38198/?page=13#post-2006076
https://scratch.mit.edu/discuss/topic/47808/?page=2#post-1534372
https://scratch.mit.edu/discuss/topic/185711/#post-1819676
@relyt12101 
https://scratch.mit.edu/projects/125297/

Versions:
v.1.0.1 - Beta Release
v1.1 - Initial Release
v1.3 - Fixed some bugs, glitches
v1.5 - Added History from 2003 to 2016
v1.6 - Added new Thumbnail. New changes
v1.7 - Fixed more Bugs
v1.8 - Made Thumbnail look smooth and Cool
v1.9 - Added Version history
v.2.0 - Corrected the deleted backdrop. More Information 
v.2.1 - Fixed Some bugs.","GREAT NEWS!!!!
Preview of Scratch 3.0 is now available!! Check https://preview.scratch.mit.edu for more information.

INSTRUCTIONS:
Use Space, Arrow keys, A and W to Scroll
--------------------------------------------------------
STORY:-
Computer : Are You excited about Scratch 3.0? 
User : Yes Yes! I am soooo Excited!
Computer:  DO you want to know more about Scratch 3.0 and its History?
User: Yes but how? 
Computer: Look here
User: Where?
Computer: At the New Project @Spilit Made
User: Wow, lets see!
-------------------------------------------------------------",The Scratch 3.0 and the history of Scratch v.2.1,https://scratch.mit.edu/projects/111224671,https://scratch.mit.edu/projects/111224671/embed,
2320625082,false,finalized,5,7/1/2019 18:19:19,Slideshow,0.804,285731503,"@TNTSquirrel

If you enjoyed this project, then check out this one! https://scratch.mit.edu/projects/307313127/",,Animation Tutorial!,https://scratch.mit.edu/projects/285731503,https://scratch.mit.edu/projects/285731503/embed,
2320625084,false,finalized,5,7/1/2019 18:38:54,Slideshow,0.5977,227067885,"

Square & square coding belongs to @Yunnie2005

images from google
art my me :>

um why are people loving and favoriting this
Edit: IT. HAS. GOTTEN. FEATURED. YESSSSSSSSSS AHHHH never thought I would ever get featured, really. Thank you sooo much scratch! This is a first <3. I'll make more of these types of projects!

Audio: Vexento - Lonely Dance

Edit 2: BAMMMM THIS bECAME MY MOST PROPULAR PROJECT OVERNIGHT (It literally has more views than my GRRRLS meme, and that one was hard to beat for a while :D)
","Okay I edited it so now you can click to exit the square info box thing when you're done reading stuff, so you can continue viewing this on mobile >:) so ignore the [space key to exit], you can just click it and it will go away!

Also, because of all the support and positivity this (rather trashy) project is getting, I'm currently making another one of these types of projects! Except, it will be about the deep sea! Thanks so much for everything guys! <3


Don’t click the sun my dears :)



well me and my partner were doing a science project together, and this is the scratch part :3

As for anybody who is viewing this and does not know how to do scratch. All you have to do is click the green flag and the project should start running! :D

66 scripts oof. That's usually how much my tweening memes have.



ohhhh boiiii this is getting a lot of attention. 100 views within 5 minutes. :0
WHAT 45 MINUTES TAKING A NAP AND I WAKE UP TO 141 MESSAGES O.O


Lol my mom read all the comments XD
She’s like: “Wow, an actual community that doesn’t seem to have haters”",! Tide Pools !,https://scratch.mit.edu/projects/227067885,https://scratch.mit.edu/projects/227067885/embed,
2320625085,false,finalized,5,7/18/2019 16:31:17,Slideshow,0.5985,136122,A short history of the 20nd century.,,History,https://scratch.mit.edu/projects/136122,https://scratch.mit.edu/projects/136122/embed,
2320625086,false,finalized,3,7/9/2019 23:30:15,Slideshow,1.0,155702178,"ᴛʏsᴍ ғᴏʀ ᴛᴏᴘ ʟᴏᴠᴇᴅ 21/04/17!

ⓘⓝⓢⓣⓡⓤⓒⓣⓘⓞⓝⓢ

sᴏᴍᴇ ᴏғ ʏᴏᴜ ᴍᴀʏ ᴏʀ ᴍᴀʏ ɴᴏᴛ ᴋɴᴏᴡ, ʙᴜᴛ ᴇɪᴛʜᴇʀ ᴡᴀʏ, ᴛʜᴇ 15ᴛʜ ᴡᴀs ᴛʜᴇ 105ᴛʜ ᴀɴɴɪᴠᴇʀsᴀʀʏ ᴏғ ᴛʜᴇ ᴛɪᴛᴀɴɪᴄ's sɪɴᴋɪɴɢ. ɪ ᴛʜᴏᴜɢʜᴛ ᴀ ɢʀᴇᴀᴛ ᴡᴀʏ ᴛᴏ ʀᴇᴍᴇᴍʙᴇʀ ᴛʜᴏsᴇ ᴡʜᴏ ᴡᴇʀᴇ ʟᴏsᴛ, ᴀɴᴅ ᴛᴏ sᴘʀᴇᴀᴅ ᴀᴡᴀʀᴇɴᴇss ᴀʙᴏᴜᴛ ᴛʜᴇ sɪɴᴋɪɴɢ ᴀɴᴅ ᴛʜᴇ sʜɪᴘ, ᴡᴏᴜʟᴅ ʙᴇ ᴛᴏ ᴍᴀᴋᴇ ᴀ ᴘʀᴏᴊᴇᴄᴛ ᴀʙᴏᴜᴛ ɪᴛ. ᴀɴᴅ sᴏ ᴛʜᴀᴛ's ᴡʜᴀᴛ ɪ'ᴠᴇ ᴅᴏɴᴇ!
ᴘʀᴇss sᴘᴀᴄᴇ ᴏʀ ʀɪɢʜᴛ ᴀʀʀᴏᴡ ᴋᴇʏ ғᴏʀ ɴᴇxᴛ sʟɪᴅᴇ ᴄʟɪᴄᴋ ᴀɴᴅ ᴏɴ ᴛʜᴇ ʙᴏᴀᴛ ᴛᴏ ʟᴇᴀʀɴ sᴏᴍᴇ ғᴀsᴛ ғᴀᴄᴛs.

ⓝⓞⓣⓔⓢ

~ ᴘʟᴇᴀsᴇ ɢɪᴠᴇ ᴛʜɪs ᴘʀᴏᴊᴇᴄᴛ ᴀ ғᴀᴠᴏᴜʀɪᴛᴇ ᴀɴᴅ ᴀ ʟᴏᴠᴇ ɪғ ʏᴏᴜ ʟɪᴋᴇ ɪᴛ. 
♡★
~ ᴀ ʟᴏᴛ ᴏғ ʀᴇsᴇᴀʀᴄʜ ᴡᴇɴᴛ ɪɴᴛᴏ ᴛʜɪs ᴘʀᴏᴊᴇᴄᴛ, ᴀɴᴅ ɪ ʜᴀᴠᴇ ᴛᴏ sᴀʏ ᴛʜᴀᴛ ɪ'ᴠᴇ ʟᴇᴀʀɴᴛ ᴀ ʟᴏᴛ. ɪᴛ's ʙᴇᴇɴ ᴀ ʀᴇᴀʟʟʏ ᴄᴏᴏʟ ᴇxᴘᴇʀɪᴇɴᴄᴇ, ᴀɴᴅ ɪ ʜᴏᴘᴇ ʏᴏᴜ ғᴏᴜɴᴅ ᴛʜɪs ᴘʀᴏᴊᴇᴄᴛ ᴀs ɪɴᴛᴇʀᴇsᴛɪɴɢ ᴀs ɪ ғᴏᴜɴᴅ ᴍᴀᴋɪɴɢ ɪᴛ.
~ @bubble103, @HItTheReplayButton, @D_i_a_v_l_o, @Paddle2See,  @_MistyLight_, @GoldAnimations, @amee- ᴀɴᴅ @Helveticaz ʟᴏᴠᴇᴅ ᴛʜɪs, ᴀɴᴅ @ChocolateFactory ғᴀᴠᴇᴅ - ᴛʏsᴍ ɢᴜʏs! <3
~ ᴛʜᴀɴᴋ ʏᴏᴜ sᴏ ᴍᴜᴄʜ ғᴏʀ ᴛʜᴇ ғᴇᴀᴛᴜʀᴇ sᴜɢɢᴇsᴛɪᴏɴs, ɪᴛ ᴍᴇᴀɴs ᴀ ʟᴏᴛ! ^.^

ⓒⓡⓔⓓⓘⓣⓢ

~ ɪ ɢᴏᴛ ᴛʜᴇ ɪɴғᴏʀᴍᴀᴛɪᴏɴ ᴀɴᴅ ᴛʜᴇ ɪᴍᴀɢᴇs ғʀᴏᴍ ᴛʜᴇ ɪɴᴛᴇʀɴᴇᴛ.
~ ᴀʀᴛ ᴏғ ᴛʜᴇ ᴛɪᴛᴀɴɪᴄ ɪs ʙʏ ᴍʏsᴇʟғ. ᴘʟᴇᴀsᴇ ᴅᴏ ɴᴏᴛ ᴜsᴇ ɪᴛ ᴡɪᴛʜᴏᴜᴛ ᴘᴇʀᴍɪssɪᴏɴ.
~ ғᴏɴᴛ ""ᴛʜᴇ ᴛɪᴛᴀɴɪᴄ"" ɪs ᴍᴀɴɢᴏ sᴍᴏᴏᴛʜɪᴇ, ᴛᴀᴋᴇɴ ғʀᴏᴍ @FontGod.
~ ᴍᴜsɪᴄ ɪs ᴄᴏᴍᴘᴛɪᴍᴇ ᴅᴜɴ ᴀᴜᴛʀé ᴇᴛᴇ ᴀɴᴅ ʀɪᴠᴇʀ ғʟᴏᴡs ɪɴ ʏᴏᴜ ᴘᴇʀғᴏʀᴍᴇᴅ ʙʏ @Dan0510.

ᴄᴏᴍᴍᴇɴᴛ #ʀᴇᴍᴇᴍʙᴇʀᴛʜᴇᴛɪᴛᴀɴɪᴄ ɪғ ʏᴏᴜ ʀᴇᴀᴅ ᴛʜɪs ғᴀʀ.",,The Titanic,https://scratch.mit.edu/projects/155702178,https://scratch.mit.edu/projects/155702178/embed,
2320625094,false,finalized,3,8/1/2019 15:16:57,Slideshow,1.0,249567971,,"Use arrow keys
",How to draw stickman,https://scratch.mit.edu/projects/249567971,https://scratch.mit.edu/projects/249567971/embed,
2320625095,false,in progress,1,"",Slideshow,1.0,276274629,"A random scratch tip: If your right click doesn't work, shift and the click of your mouse at the same time is a great alternative!
My first tutorial!
Credits to:
Bensound for the song ""Little Idea""
My computer pictures for the backgrounds
Me for the tutorial!
 


If you think this is worthy of it, please propose this to be featured here: https://scratch.mit.edu/studios/4228481/","Left and right arrow keys to move
<-  ->

Please give feedback!
Sorry if this is not updated to 3.0, but this is like a memory, too!",How To Get High Quality Sounds,https://scratch.mit.edu/projects/276274629,https://scratch.mit.edu/projects/276274629/embed,
2320625097,false,finalized,5,7/1/2019 18:16:00,Slideshow,0.7978,161847562,"PRESS M TO MUTE, and please view in FULLSCREEN!
Music: Sonic Riders Zero Gravity - Through Traffic
Background: Arsenixc - Evening City Updated (DeviantArt)

If you want more cloud tutorials, please comment below!
And please share your cloud creations too!

","Haha I decided to start a new series based on only cloud multiplayer. So if you're looking for part 6 of the Cloud tutorial, THIS IS IT.

Welcome to the Cloud Multiplayer Tutorial Series! 

We'll learn all about how create a robust multiplayer system that can handle 4+ players simultaneously on a single server. 

To earn a star, you must correctly answer 6 questions in a row. You can retake any quiz to earn a star.
",Multiplayer Tutorial Part 1: Joining a Game,https://scratch.mit.edu/projects/161847562,https://scratch.mit.edu/projects/161847562/embed,
2320625099,false,finalized,5,7/1/2019 18:19:19,Slideshow,0.7978,206923366,"If you want to introduce yourself and/or have any questions for me, comment below and I'll answer as soon as I can!  Here are some helpful links:

Scratch discussion: https://scratch.mit.edu/discuss/
Scratch Wiki: https://en.scratch-wiki.info/wiki/Scratch_Wiki_Home
Forums: http://scratch.mit.edu/discuss/

**Don't forget to drop a love and a favorite!**","Welcome to The Beauty Of Scratch, a get started presentation for new Scratchers, and can be found here: @welcomingcommittee!

Just click the green flag and enjoy the show!  The project moves very slow so all you new Scratchers can read the text on the slides easily!  Also, I know there's many other easier ways to code the project, but I did it the hard way so that new Scratchers could understand what I did to make the project!

For the best quality, put the project in full screen!

Enjoy!",The Beauty Of Scratch!,https://scratch.mit.edu/projects/206923366,https://scratch.mit.edu/projects/206923366/embed,
2320625101,false,finalized,3,7/15/2019 20:39:28,Slideshow,1.0,174052269,"For the run cycle's key frames bit, that is just what I've learned over animating. They may not be the official key frames.

I hope this helps

                 .-.","Use the RIGHT and LEFT arrow to navigate through the slides.

To return to the main menu you press SPACE or just get to the end of the slide.

",Animation Tutorial,https://scratch.mit.edu/projects/174052269,https://scratch.mit.edu/projects/174052269/embed,
